"IndicatorCode","Indicator","ValueType","ParentLocationCode","ParentLocation","Location type","SpatialDimValueCode","Location","Period type","Period","Value"
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","GUY","Guyana","Year",2021,9700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","GUY","Guyana","Year",2020,9500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","GUY","Guyana","Year",2015,7900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","GUY","Guyana","Year",2010,6700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","GUY","Guyana","Year",2005,5400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","GUY","Guyana","Year",2000,4000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HND","Honduras","Year",2023,20000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HND","Honduras","Year",2022,20000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HND","Honduras","Year",2021,20000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HND","Honduras","Year",2020,20000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HND","Honduras","Year",2015,22000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HND","Honduras","Year",2010,25000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HND","Honduras","Year",2005,31000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HND","Honduras","Year",2000,35000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HTI","Haiti","Year",2023,140000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HTI","Haiti","Year",2022,140000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HTI","Haiti","Year",2021,140000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HTI","Haiti","Year",2020,130000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HTI","Haiti","Year",2015,120000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HTI","Haiti","Year",2010,110000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HTI","Haiti","Year",2005,110000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","HTI","Haiti","Year",2000,120000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","JAM","Jamaica","Year",2023,26000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","JAM","Jamaica","Year",2022,26000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","JAM","Jamaica","Year",2021,26000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","JAM","Jamaica","Year",2020,26000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","JAM","Jamaica","Year",2015,25000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","JAM","Jamaica","Year",2010,25000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","JAM","Jamaica","Year",2005,26000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","JAM","Jamaica","Year",2000,26000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","MEX","Mexico","Year",2023,380000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","MEX","Mexico","Year",2022,370000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","MEX","Mexico","Year",2021,360000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","MEX","Mexico","Year",2020,340000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","MEX","Mexico","Year",2015,270000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","MEX","Mexico","Year",2010,210000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","MEX","Mexico","Year",2005,150000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","MEX","Mexico","Year",2000,110000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","NIC","Nicaragua","Year",2023,12000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","NIC","Nicaragua","Year",2022,11000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","NIC","Nicaragua","Year",2021,11000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","NIC","Nicaragua","Year",2020,10000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","NIC","Nicaragua","Year",2015,9000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","NIC","Nicaragua","Year",2010,8500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","NIC","Nicaragua","Year",2005,8200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","NIC","Nicaragua","Year",2000,7200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PAN","Panama","Year",2023,30000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PAN","Panama","Year",2022,29000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PAN","Panama","Year",2021,28000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PAN","Panama","Year",2020,28000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PAN","Panama","Year",2015,23000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PAN","Panama","Year",2010,19000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PAN","Panama","Year",2005,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PAN","Panama","Year",2000,12000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PER","Peru","Year",2023,110000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PER","Peru","Year",2022,110000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PER","Peru","Year",2021,1e+05
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PER","Peru","Year",2020,97000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PER","Peru","Year",2015,72000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PER","Peru","Year",2010,61000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PER","Peru","Year",2005,60000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PER","Peru","Year",2000,63000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PRY","Paraguay","Year",2023,22000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PRY","Paraguay","Year",2022,21000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PRY","Paraguay","Year",2021,20000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PRY","Paraguay","Year",2020,20000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PRY","Paraguay","Year",2015,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PRY","Paraguay","Year",2010,11000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PRY","Paraguay","Year",2005,7900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","PRY","Paraguay","Year",2000,4700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SLV","El Salvador","Year",2023,23000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SLV","El Salvador","Year",2022,22000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SLV","El Salvador","Year",2021,22000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SLV","El Salvador","Year",2020,22000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SLV","El Salvador","Year",2015,22000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SLV","El Salvador","Year",2010,21000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SLV","El Salvador","Year",2005,17000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SLV","El Salvador","Year",2000,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SUR","Suriname","Year",2023,7400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SUR","Suriname","Year",2022,7200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SUR","Suriname","Year",2021,7100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SUR","Suriname","Year",2020,6900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SUR","Suriname","Year",2015,5900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SUR","Suriname","Year",2010,5200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SUR","Suriname","Year",2005,4500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","SUR","Suriname","Year",2000,3200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","URY","Uruguay","Year",2023,16000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","URY","Uruguay","Year",2022,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","URY","Uruguay","Year",2021,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","URY","Uruguay","Year",2020,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","URY","Uruguay","Year",2015,12000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","URY","Uruguay","Year",2010,9000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","URY","Uruguay","Year",2005,6700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","URY","Uruguay","Year",2000,4800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","VEN","Venezuela (Bolivarian Republic of)","Year",2023,1e+05
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","VEN","Venezuela (Bolivarian Republic of)","Year",2022,95000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","VEN","Venezuela (Bolivarian Republic of)","Year",2021,90000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","VEN","Venezuela (Bolivarian Republic of)","Year",2020,89000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","VEN","Venezuela (Bolivarian Republic of)","Year",2015,110000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","VEN","Venezuela (Bolivarian Republic of)","Year",2010,110000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","VEN","Venezuela (Bolivarian Republic of)","Year",2005,87000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","AMR","Americas","Country","VEN","Venezuela (Bolivarian Republic of)","Year",2000,43000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2023,13000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2022,12000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2021,11000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2020,10000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2015,6500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2010,4100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2005,2800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2000,1600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","ARE","United Arab Emirates","Year",2023,1700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","ARE","United Arab Emirates","Year",2022,1600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","ARE","United Arab Emirates","Year",2021,1400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","ARE","United Arab Emirates","Year",2020,1300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","ARE","United Arab Emirates","Year",2015,860
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","ARE","United Arab Emirates","Year",2010,570
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","ARE","United Arab Emirates","Year",2005,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","ARE","United Arab Emirates","Year",2000,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","DJI","Djibouti","Year",2023,7300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","DJI","Djibouti","Year",2022,7600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","DJI","Djibouti","Year",2021,7900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","DJI","Djibouti","Year",2020,8200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","DJI","Djibouti","Year",2015,10000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","DJI","Djibouti","Year",2010,13000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","DJI","Djibouti","Year",2005,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","DJI","Djibouti","Year",2000,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2023,42000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2022,35000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2021,29000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2020,25000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2015,13000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2010,6400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2005,2800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2000,1200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRN","Iran (Islamic Republic of)","Year",2023,43000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRN","Iran (Islamic Republic of)","Year",2022,43000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRN","Iran (Islamic Republic of)","Year",2021,43000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRN","Iran (Islamic Republic of)","Year",2020,43000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRN","Iran (Islamic Republic of)","Year",2015,46000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRN","Iran (Islamic Republic of)","Year",2010,53000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRN","Iran (Islamic Republic of)","Year",2005,42000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRN","Iran (Islamic Republic of)","Year",2000,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRQ","Iraq","Year",2023,3400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRQ","Iraq","Year",2022,2900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRQ","Iraq","Year",2021,2400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRQ","Iraq","Year",2020,2100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRQ","Iraq","Year",2015,1000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRQ","Iraq","Year",2010,700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRQ","Iraq","Year",2005,540
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","IRQ","Iraq","Year",2000,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","JOR","Jordan","Year",2023,620
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","JOR","Jordan","Year",2022,600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","JOR","Jordan","Year",2021,580
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","JOR","Jordan","Year",2020,560
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","JOR","Jordan","Year",2015,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","JOR","Jordan","Year",2010,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","JOR","Jordan","Year",2005,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","JOR","Jordan","Year",2000,100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","KWT","Kuwait","Year",2023,1100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","KWT","Kuwait","Year",2022,960
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","KWT","Kuwait","Year",2021,820
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","KWT","Kuwait","Year",2020,730
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","KWT","Kuwait","Year",2015,510
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","KWT","Kuwait","Year",2010,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","KWT","Kuwait","Year",2005,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","KWT","Kuwait","Year",2000,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBN","Lebanon","Year",2023,2900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBN","Lebanon","Year",2022,2800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBN","Lebanon","Year",2021,2700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBN","Lebanon","Year",2020,2600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBN","Lebanon","Year",2015,2400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBN","Lebanon","Year",2010,1300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBN","Lebanon","Year",2005,800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBN","Lebanon","Year",2000,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBY","Libya","Year",2023,6700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBY","Libya","Year",2022,6600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBY","Libya","Year",2021,6400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBY","Libya","Year",2020,6200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBY","Libya","Year",2015,5100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBY","Libya","Year",2010,4300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBY","Libya","Year",2005,2400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","LBY","Libya","Year",2000,1000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","MAR","Morocco","Year",2023,23000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","MAR","Morocco","Year",2022,23000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","MAR","Morocco","Year",2021,22000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","MAR","Morocco","Year",2020,22000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","MAR","Morocco","Year",2015,19000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","MAR","Morocco","Year",2010,17000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","MAR","Morocco","Year",2005,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","MAR","Morocco","Year",2000,9300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","OMN","Oman","Year",2023,2800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","OMN","Oman","Year",2022,2700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","OMN","Oman","Year",2021,2700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","OMN","Oman","Year",2020,2600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","OMN","Oman","Year",2015,2600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","OMN","Oman","Year",2010,1700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","OMN","Oman","Year",2005,1200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","OMN","Oman","Year",2000,1100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","PAK","Pakistan","Year",2023,290000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","PAK","Pakistan","Year",2022,260000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","PAK","Pakistan","Year",2021,240000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","PAK","Pakistan","Year",2020,220000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","PAK","Pakistan","Year",2015,140000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","PAK","Pakistan","Year",2010,79000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","PAK","Pakistan","Year",2005,18000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","PAK","Pakistan","Year",2000,600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","QAT","Qatar","Year",2023,820
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","QAT","Qatar","Year",2022,730
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","QAT","Qatar","Year",2021,640
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","QAT","Qatar","Year",2020,570
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","QAT","Qatar","Year",2015,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","QAT","Qatar","Year",2010,100
